Park ID,State,Country,Adult,Child,PartySize,BookingType,RateType,Equipment,BookingStartDate,BookingEndDate,Camper Nights,Permits
Graves Island,NS,Canada,2,,2,CampsitePermit,Full,Less than 20ft,09/14/2012,09/16/2012,2,1
Smileys,NS,Canada,2,,2,CampsitePermit,Full,Single Tent,09/08/2012,09/09/2012,1,1
Caribou Munroes,NS,Canada,2,,2,CampsitePermit,Full,Less than 20ft,08/02/2012,08/03/2012,1,1
Battery,ON,Canada,3,,3,CampsitePermit,Senior,Tents,07/16/2012,07/19/2012,3,1
Porters Lake,PE,Canada,4,,4,CampsitePermit,Full,Single Tent,08/19/2012,08/21/2012,2,1
Graves Island,NH,USA,2,,2,CampsitePermit,Full,Single Tent,08/29/2012,08/30/2012,1,1
Rissers Beach,NS,Canada,1,2,3,CampsitePermit,Full,Single Tent,07/26/2012,07/29/2012,3,1
Mira River,NS,Canada,2,,2,CampsitePermit,Full,Less than 30ft,06/18/2012,06/21/2012,3,1
Rissers Beach,NS,Canada,2,,2,CampsitePermit,Senior,Less than 20ft,07/10/2012,07/11/2012,1,1
Ellenwood Lake,ON,Canada,2,,2,CampsitePermit,Senior,Less than 20ft,06/16/2012,06/17/2012,1,1
Smileys,NS,Canada,2,,2,CampsitePermit,Full,Less than 30ft,07/13/2012,07/15/2012,2,1
Battery,ON,Canada,1,,1,CampsitePermit,Senior,Single Tent,07/15/2012,07/16/2012,1,1
Porters Lake,NS,Canada,2,,2,CampsitePermit,Full,Single Tent,08/25/2012,08/26/2012,1,1
Five Islands,QC,Canada,2,2,4,CampsitePermit,Full,Less than 20ft,07/23/2012,07/24/2012,1,1
Rissers Beach,NS,Canada,2,,2,CampsitePermit,Full,Single Tent,05/26/2012,05/27/2012,1,1
Cape Chignecto,NB,Canada,2,,2,CampsitePermit,Full,Single Tent,09/26/2012,09/29/2012,3,1
Cape Chignecto,NS,Canada,2,,2,CampsitePermit,Full,Single Tent,08/03/2012,08/06/2012,3,1
Smileys,NH,USA,6,,6,CampsitePermit,Full,Tents,07/28/2012,07/29/2012,1,1
Rissers Beach,NS,Canada,2,2,4,CampsitePermit,Full,Less than 30ft,08/31/2012,09/03/2012,3,1
Whycocomagh,AB,Canada,2,,2,CampsitePermit,Full,Single Tent,07/19/2012,07/23/2012,4,1
Blomidon,NH,USA,2,,2,CampsitePermit,Full,Single Tent,08/28/2012,08/30/2012,2,1
Graves Island,BELGIUM,Other,2,,2,CampsitePermit,Full,Single Tent,08/07/2012,08/08/2012,1,1
Battery,NS,Canada,2,,2,CampsitePermit,Full,Less than 40ft,07/25/2012,07/26/2012,1,1
Graves Island,NH,USA,2,1,3,CampsitePermit,Full,Single Tent,08/12/2012,08/14/2012,2,1
Dollar Lake,NS,Canada,2,2,4,CampsitePermit,Full,Less than 30ft,06/15/2012,06/17/2012,2,1
Smileys,NS,Canada,2,,2,CampsitePermit,Full,Single Tent,07/13/2012,07/16/2012,3,1
Amherst Shore,PE,Canada,2,,2,CampsitePermit,Full,Single Tent,07/20/2012,07/23/2012,3,1
Salsman,NS,Canada,3,1,4,CampsitePermit,Full,Less than 20ft,08/25/2012,08/27/2012,2,1
Blomidon,NS,Canada,3,2,5,CampsitePermit,Full,Tents,07/20/2012,07/22/2012,2,1
Cape Chignecto,NB,Canada,2,,2,CampsitePermit,Full,Single Tent,07/17/2012,07/18/2012,1,1
Ellenwood Lake,NS,Canada,2,,2,CampsitePermit,Full,Single Tent,08/21/2012,08/22/2012,1,1
Amherst Shore,NS,Canada,2,,2,CampsitePermit,Host,Less than 30ft,08/06/2012,08/19/2012,13,1
Blomidon,GERMANY,Other,2,1,3,CampsitePermit,Full,Less than 30ft,05/24/2012,05/28/2012,4,1
Caribou Munroes,QC,Canada,2,,2,CampsitePermit,Full,Single Tent,07/16/2012,07/17/2012,1,1
Smileys,NS,Canada,2,2,4,CampsitePermit,Full,Less than 20ft,08/31/2012,09/03/2012,3,1
Laurie,NS,Canada,2,,2,CampsitePermit,Full,Single Tent,07/12/2012,07/13/2012,1,1
Thomas Raddall,NS,Canada,2,,2,CampsitePermit,Full,Less than 40ft,08/15/2012,08/29/2012,14,1
Caribou Munroes,NS,Canada,2,3,5,CampsitePermit,Full,Tents,07/30/2012,08/03/2012,4,1
Amherst Shore,NS,Canada,1,,1,CampsitePermit,Full,Single Tent,09/14/2012,09/16/2012,2,1
Rissers Beach,NS,Canada,2,,2,CampsitePermit,Full,Less than 20ft,09/07/2012,09/09/2012,2,1
Smileys,NS,Canada,2,1,3,CampsitePermit,Full,Single Tent,07/13/2012,07/17/2012,4,1
Five Islands,NS,Canada,2,2,4,CampsitePermit,Full,Single Tent,08/11/2012,08/12/2012,1,1
Smileys,QC,Canada,2,1,3,CampsitePermit,Full,Less than 20ft,07/07/2012,07/08/2012,1,1
Whycocomagh,GERMANY,Other,2,,2,CampsitePermit,Full,Single Tent,08/27/2012,08/28/2012,1,1
Caribou Munroes,MB,Canada,2,,2,CampsitePermit,Senior,Less than 30ft,09/26/2012,09/27/2012,1,1
Graves Island,NS,Canada,14,,14,CampsitePermit,Full,Single Tent,09/21/2012,09/22/2012,1,1
The Islands,NS,Canada,4,,4,CampsitePermit,Full,Single Tent,07/20/2012,07/22/2012,2,1
The Islands,QC,Canada,2,,2,CampsitePermit,Full,Less than 20ft,08/06/2012,08/07/2012,1,1
Mira River,NS,Canada,2,2,4,CampsitePermit,Full,Less than 30ft,06/29/2012,07/02/2012,3,1
Thomas Raddall,NS,Canada,2,,2,CampsitePermit,Full,Single Tent,08/05/2012,08/06/2012,1,1
Blomidon,NS,Canada,2,2,4,CampsitePermit,Full,Single Tent,08/24/2012,08/26/2012,2,1
Porters Lake,GERMANY,Other,2,,2,CampsitePermit,Full,Less than 20ft,08/08/2012,08/09/2012,1,1
Laurie,NS,Canada,2,3,5,CampsitePermit,Full,Less than 40ft,07/10/2012,07/12/2012,2,1
Graves Island,NS,Canada,2,,2,CampsitePermit,Senior,Less than 30ft,08/07/2012,08/11/2012,4,1
Dollar Lake,NS,Canada,2,,2,CampsitePermit,Full,Single Tent,07/09/2012,07/10/2012,1,1
Amherst Shore,NH,USA,2,,2,CampsitePermit,Full,Less than 30ft,09/27/2012,09/28/2012,1,1
Dollar Lake,NS,Canada,2,,2,CampsitePermit,Full,Single Tent,06/27/2012,06/28/2012,1,1
Graves Island,NETHERLANDS,Other,2,,2,CampsitePermit,Full,Single Tent,07/27/2012,07/30/2012,3,1
Five Islands,ON,Canada,4,,4,CampsitePermit,Full,Tents,08/09/2012,08/10/2012,1,1
Cape Chignecto,UK,Other,2,,2,CampsitePermit,Full,Single Tent,08/26/2012,08/28/2012,2,1
Caribou Munroes,NS,Canada,2,2,4,CampsitePermit,Full,Single Tent,07/13/2012,07/15/2012,2,1
Mira River,NS,Canada,2,,2,CampsitePermit,Full,Less than 20ft,08/29/2012,09/03/2012,5,1
Caribou Munroes,NS,Canada,2,,2,CampsitePermit,Full,Less than 20ft,07/28/2012,07/30/2012,2,1
Graves Island,NS,Canada,2,3,5,CampsitePermit,Full,Less than 20ft,05/19/2012,05/21/2012,2,1
Smileys,NH,USA,2,,2,CampsitePermit,Full,Less than 30ft,08/03/2012,08/05/2012,2,1
Blomidon,NS,Canada,2,,2,CampsitePermit,Full,Single Tent,05/18/2012,05/20/2012,2,1
Boylston,AB,Canada,3,,3,CampsitePermit,Senior,Less than 20ft,09/05/2012,09/06/2012,1,1
Whycocomagh,QC,Canada,2,1,3,CampsitePermit,Full,Less than 20ft,07/09/2012,07/12/2012,3,1
Caribou Munroes,NS,Canada,1,3,4,CampsitePermit,Full,Less than 20ft,08/27/2012,08/30/2012,3,1
Blomidon,ON,Canada,3,,3,CampsitePermit,Full,Tents,08/06/2012,08/07/2012,1,1
Mira River,NS,Canada,2,,2,CampsitePermit,Full,Single Tent,07/08/2012,07/09/2012,1,1
Porters Lake,NS,Canada,5,,5,CampsitePermit,Full,Tents,05/25/2012,05/26/2012,1,1
Whycocomagh,ON,Canada,2,,2,CampsitePermit,Full,Less than 40ft,07/02/2012,07/06/2012,4,1
Dollar Lake,NS,Canada,1,2,3,CampsitePermit,Full,Single Tent,08/24/2012,08/26/2012,2,1
Mira River,NS,Canada,2,,2,CampsitePermit,Full,Less than 40ft,08/17/2012,08/19/2012,2,1
Graves Island,NS,Canada,1,,1,CampsitePermit,Senior,Less than 30ft,08/07/2012,08/11/2012,4,1
Dollar Lake,NS,Canada,2,1,3,CampsitePermit,Full,Less than 20ft,07/13/2012,07/15/2012,2,1
Caribou Munroes,NS,Canada,2,,2,CampsitePermit,Full,Less than 20ft,07/28/2012,07/30/2012,2,1
Graves Island,NS,Canada,2,,2,CampsitePermit,Full,Less than 40ft,06/29/2012,07/02/2012,3,1
Rissers Beach,NS,Canada,2,,2,CampsitePermit,Full,Less than 20ft,07/19/2012,07/22/2012,3,1
Porters Lake,NS,Canada,2,1,3,CampsitePermit,Full,Less than 20ft,09/15/2012,09/16/2012,1,1
Rissers Beach,NS,Canada,2,2,4,CampsitePermit,Full,Less than 30ft,06/29/2012,07/02/2012,3,1
Porters Lake,NS,Canada,2,2,4,CampsitePermit,Full,Less than 30ft,05/26/2012,05/27/2012,1,1
Caribou Munroes,NS,Canada,2,2,4,CampsitePermit,Full,Less than 20ft,06/15/2012,06/17/2012,2,1
Rissers Beach,NB,Canada,2,,2,CampsitePermit,Full,Single Tent,07/04/2012,07/05/2012,1,1
Rissers Beach,QC,Canada,2,,2,CampsitePermit,Full,Less than 30ft,06/16/2012,06/17/2012,1,1
Blomidon,NS,Canada,2,2,4,CampsitePermit,Full,Single Tent,06/17/2012,06/18/2012,1,1
Salsman,NS,Canada,2,,2,CampsitePermit,Full,Less than 30ft,08/03/2012,08/05/2012,2,1
Caribou Munroes,NS,Canada,1,1,2,CampsitePermit,Full,Less than 20ft,10/06/2012,10/08/2012,2,1
Salsman,NS,Canada,2,,2,CampsitePermit,Full,Single Tent,08/10/2012,08/11/2012,1,1
Rissers Beach,NS,Canada,2,1,3,CampsitePermit,Full,Less than 40ft,08/24/2012,08/26/2012,2,1
Caribou Munroes,NS,Canada,6,0,6,CampsitePermit,Full,Tents,06/30/2012,07/02/2012,2,1
Graves Island,ON,Canada,2,2,4,CampsitePermit,Full,Single Tent,07/25/2012,07/28/2012,3,1
Amherst Shore,QC,Canada,2,,2,CampsitePermit,Full,Single Tent,07/29/2012,07/30/2012,1,1
Battery,NS,Canada,2,,2,CampsitePermit,Senior,Less than 20ft,07/01/2012,07/02/2012,1,1
Mira River,ON,Canada,2,,2,CampsitePermit,Full,Less than 20ft,09/05/2012,09/06/2012,1,1
Battery,NS,Canada,2,,2,CampsitePermit,Full,Single Tent,08/25/2012,08/26/2012,1,1
Graves Island,AB,Canada,2,3,5,CampsitePermit,Full,Less than 40ft,08/16/2012,08/17/2012,1,1
Blomidon,QC,Canada,2,,2,CampsitePermit,Full,Single Tent,07/15/2012,07/17/2012,2,1
Ellenwood Lake,ON,Canada,2,,2,CampsitePermit,Full,Less than 20ft,06/10/2012,06/17/2012,7,1
Porters Lake,NS,Canada,2,,2,CampsitePermit,Full,Single Tent,08/18/2012,08/19/2012,1,1
Porters Lake,NS,Canada,3,,3,CampsitePermit,Full,Single Tent,08/17/2012,08/19/2012,2,1
Graves Island,NS,Canada,2,2,4,CampsitePermit,Full,Single Tent,09/15/2012,09/16/2012,1,1
Mira River,NS,Canada,4,,4,CampsitePermit,Full,Less than 30ft,06/29/2012,07/02/2012,3,1
Thomas Raddall,NS,Canada,2,,2,CampsitePermit,Full,Less than 30ft,08/05/2012,08/12/2012,7,1
Graves Island,NS,Canada,2,,2,CampsitePermit,Full,Less than 20ft,08/24/2012,08/27/2012,3,1
Caribou Munroes,NS,Canada,2,,2,CampsitePermit,Full,Single Tent,08/04/2012,08/07/2012,3,1
Rissers Beach,NS,Canada,2,2,4,CampsitePermit,Full,Tents,08/24/2012,08/26/2012,2,1
Porters Lake,NS,Canada,2,1,3,CampsitePermit,Full,Tents,06/30/2012,07/01/2012,1,1
Cape Chignecto,NS,Canada,2,,2,CampsitePermit,Full,Single Tent,06/01/2012,06/03/2012,2,1
Laurie,NS,Canada,2,2,4,CampsitePermit,Full,Less than 20ft,07/13/2012,07/15/2012,2,1
Mira River,NS,Canada,1,1,2,CampsitePermit,Full,Single Tent,08/02/2012,08/03/2012,1,1
Rissers Beach,GERMANY,Other,2,,2,CampsitePermit,Full,Less than 30ft,09/09/2012,09/10/2012,1,1
Smileys,NS,Canada,2,2,4,CampsitePermit,Full,Less than 20ft,08/03/2012,08/06/2012,3,1
Caribou Munroes,SWITZERLAND,Other,2,,2,CampsitePermit,Full,Less than 30ft,07/23/2012,07/24/2012,1,1
Smileys,NS,Canada,2,,2,CampsitePermit,Full,Less than 20ft,08/06/2012,08/09/2012,3,1
Whycocomagh,NS,Canada,2,1,3,CampsitePermit,Full,Single Tent,06/22/2012,06/23/2012,1,1
Smileys,NS,Canada,2,,2,CampsitePermit,Full,Single Tent,07/13/2012,07/14/2012,1,1
Ellenwood Lake,NS,Canada,2,4,6,CampsitePermit,Full,Less than 30ft,05/18/2012,05/21/2012,3,1
Caribou Munroes,NS,Canada,2,,2,CampsitePermit,Full,Tents,07/13/2012,07/15/2012,2,1
Mira River,NS,Canada,2,4,6,CampsitePermit,Full,Less than 20ft,08/09/2012,08/12/2012,3,1
Dollar Lake,NS,Canada,2,,2,CampsitePermit,Full,Single Tent,08/03/2012,08/05/2012,2,1
Graves Island,NS,Canada,2,,2,CampsitePermit,Full,Single Tent,07/21/2012,07/22/2012,1,1
Rissers Beach,NS,Canada,2,,2,CampsitePermit,Senior,Less than 40ft,08/24/2012,08/31/2012,7,1
Porters Lake,QC,Canada,1,,1,CampsitePermit,Full,Single Tent,08/18/2012,08/20/2012,2,1
Rissers Beach,NS,Canada,2,,2,CampsitePermit,Full,Less than 20ft,08/14/2012,08/17/2012,3,1
Laurie,ON,Canada,2,,2,CampsitePermit,Full,Single Tent,07/19/2012,07/20/2012,1,1
Rissers Beach,NS,Canada,2,2,4,CampsitePermit,Full,Less than 20ft,08/03/2012,08/05/2012,2,1
Laurie,NS,Canada,2,2,4,CampsitePermit,Full,Single Tent,08/04/2012,08/05/2012,1,1
Mira River,NS,Canada,2,2,4,CampsitePermit,Full,Tents,07/03/2012,07/05/2012,2,1
Dollar Lake,NS,Canada,2,,2,CampsitePermit,Full,Single Tent,07/19/2012,07/22/2012,3,1
Dollar Lake,NS,Canada,2,3,5,CampsitePermit,Full,Tents,06/29/2012,07/01/2012,2,1
Whycocomagh,BC,Canada,4,,4,CampsitePermit,Full,Less than 30ft,10/04/2012,10/05/2012,1,1
Ellenwood Lake,NS,Canada,2,3,5,CampsitePermit,Full,Single Tent,09/01/2012,09/03/2012,2,1
Graves Island,AB,Canada,2,3,5,CampsitePermit,Full,Less than 30ft,08/15/2012,08/16/2012,1,1
Salsman,NS,Canada,2,,2,CampsitePermit,Full,Less than 20ft,07/13/2012,07/15/2012,2,1
Ellenwood Lake,NS,Canada,2,3,5,CampsitePermit,Full,Tents,08/03/2012,08/06/2012,3,1
Porters Lake,NS,Canada,2,,2,CampsitePermit,Full,Less than 30ft,05/18/2012,05/20/2012,2,1
Amherst Shore,NH,USA,2,,2,CampsitePermit,Full,Single Tent,08/02/2012,08/03/2012,1,1
Five Islands,NS,Canada,4,,4,CampsitePermit,Full,Single Tent,08/07/2012,08/08/2012,1,1
Blomidon,NS,Canada,3,1,4,CampsitePermit,Full,Less than 20ft,07/05/2012,07/08/2012,3,1
Porters Lake,NH,USA,7,,7,CampsitePermit,Full,Tents,08/04/2012,08/05/2012,1,1
Five Islands,NS,Canada,2,,2,CampsitePermit,Full,Single Tent,07/21/2012,07/22/2012,1,1
Smileys,NH,USA,1,,1,CampsitePermit,Senior,Less than 30ft,07/07/2012,07/08/2012,1,1
Porters Lake,ON,Canada,2,,2,CampsitePermit,Full,Single Tent,06/13/2012,06/16/2012,3,1
Whycocomagh,GERMANY,Other,2,,2,CampsitePermit,Senior,Less than 30ft,06/19/2012,06/20/2012,1,1
Laurie,NS,Canada,2,2,4,CampsitePermit,Full,Less than 20ft,06/16/2012,06/17/2012,1,1
Dollar Lake,NS,Canada,3,,3,CampsitePermit,Full,Single Tent,07/17/2012,07/20/2012,3,1
Rissers Beach,NS,Canada,4,1,5,CampsitePermit,Full,Tents,08/24/2012,08/26/2012,2,1
Five Islands,NS,Canada,2,2,4,CampsitePermit,Full,Less than 20ft,07/14/2012,07/15/2012,1,1
Five Islands,NS,Canada,2,2,4,CampsitePermit,Full,Less than 30ft,06/29/2012,06/30/2012,1,1
Battery,NS,Canada,2,,2,CampsitePermit,Full,Single Tent,08/31/2012,09/01/2012,1,1
Laurie,NB,Canada,2,,2,CampsitePermit,Full,Single Tent,08/22/2012,08/25/2012,3,1
Whycocomagh,NS,Canada,4,,4,CampsitePermit,Full,Less than 20ft,08/31/2012,09/03/2012,3,1
Graves Island,NS,Canada,2,,2,CampsitePermit,Full,Single Tent,07/21/2012,07/22/2012,1,1
Porters Lake,NH,USA,8,,8,CampsitePermit,Full,Tents,08/04/2012,08/05/2012,1,1
Ellenwood Lake,NS,Canada,2,,2,CampsitePermit,Full,Less than 20ft,08/23/2012,08/24/2012,1,1
Caribou Munroes,BC,Canada,2,,2,CampsitePermit,Senior,Less than 20ft,07/17/2012,07/18/2012,1,1
Dollar Lake,NS,Canada,4,,4,CampsitePermit,Full,Single Tent,07/01/2012,07/02/2012,1,1
Smileys,NS,Canada,3,3,6,CampsitePermit,Full,Less than 20ft,07/10/2012,07/12/2012,2,1
Smileys,NS,Canada,2,,2,CampsitePermit,Full,Single Tent,08/20/2012,08/23/2012,3,1
Whycocomagh,BC,Canada,1,,1,CampsitePermit,Senior,Less than 20ft,08/04/2012,08/05/2012,1,1
Porters Lake,GERMANY,Other,2,1,3,CampsitePermit,Full,Less than 30ft,09/08/2012,09/09/2012,1,1
Ellenwood Lake,NB,Canada,2,,2,CampsitePermit,Full,Single Tent,08/05/2012,08/06/2012,1,1
Mira River,ON,Canada,2,1,3,CampsitePermit,Full,Less than 30ft,07/12/2012,07/14/2012,2,1
Caribou Munroes,NL,Canada,2,,2,CampsitePermit,Full,Less than 20ft,07/05/2012,07/07/2012,2,1
Blomidon,NS,Canada,2,1,3,CampsitePermit,Senior,Less than 20ft,07/30/2012,08/01/2012,2,1
Thomas Raddall,NS,Canada,2,1,3,CampsitePermit,Full,Single Tent,06/16/2012,06/17/2012,1,1
Valleyview,ON,Canada,2,2,4,CampsitePermit,Full,Single Tent,07/30/2012,07/31/2012,1,1
Five Islands,NS,Canada,1,2,3,CampsitePermit,Full,Single Tent,08/25/2012,08/27/2012,2,1
Graves Island,NS,Canada,2,,2,CampsitePermit,Senior,Less than 20ft,09/29/2012,10/01/2012,2,1
Smileys,NS,Canada,2,3,5,CampsitePermit,Full,Tents,08/18/2012,08/19/2012,1,1
Amherst Shore,NB,Canada,2,,2,CampsitePermit,Full,Single Tent,07/13/2012,07/15/2012,2,1
Dollar Lake,NS,Canada,1,5,6,CampsitePermit,Full,Tents,08/17/2012,08/19/2012,2,1
Blomidon,NS,Canada,2,2,4,CampsitePermit,Full,Tents,07/18/2012,07/20/2012,2,1
Graves Island,NS,Canada,2,,2,CampsitePermit,Full,Single Tent,07/28/2012,07/29/2012,1,1
Whycocomagh,NS,Canada,2,,2,CampsitePermit,Full,Greater than 40ft,06/30/2012,07/02/2012,2,1
Rissers Beach,GERMANY,Other,2,,2,CampsitePermit,Full,Less than 30ft,08/01/2012,08/02/2012,1,1
Dollar Lake,NS,Canada,2,1,3,CampsitePermit,Full,Tents,07/20/2012,07/22/2012,2,1
Rissers Beach,NS,Canada,2,2,4,CampsitePermit,Full,Less than 20ft,07/27/2012,07/29/2012,2,1
Graves Island,NS,Canada,2,2,4,CampsitePermit,Full,Single Tent,09/01/2012,09/03/2012,2,1
Graves Island,NS,Canada,2,,2,CampsitePermit,Senior,Less than 20ft,05/18/2012,05/21/2012,3,1
Rissers Beach,NS,Canada,2,2,4,CampsitePermit,Full,Single Tent,07/03/2012,07/06/2012,3,1
Graves Island,NS,Canada,1,,1,CampsitePermit,Full,Less than 20ft,07/19/2012,07/20/2012,1,1
Blomidon,NS,Canada,2,1,3,CampsitePermit,Full,Single Tent,07/11/2012,07/12/2012,1,1
Whycocomagh,NH,USA,2,,2,CampsitePermit,Full,Single Tent,08/18/2012,08/19/2012,1,1
Mira River,NS,Canada,1,3,4,CampsitePermit,Full,Tents,07/12/2012,07/15/2012,3,1
Graves Island,NS,Canada,2,,2,CampsitePermit,Full,Single Tent,07/13/2012,07/15/2012,2,1
Amherst Shore,NH,USA,2,,2,CampsitePermit,Full,Single Tent,08/13/2012,08/14/2012,1,1
Laurie,NS,Canada,2,,2,CampsitePermit,Full,Tents,08/10/2012,08/12/2012,2,1
Whycocomagh,ON,Canada,3,,3,CampsitePermit,Senior,Less than 20ft,07/16/2012,07/18/2012,2,1
Five Islands,NS,Canada,2,,2,CampsitePermit,Full,Single Tent,08/04/2012,08/05/2012,1,1
Dollar Lake,NS,Canada,4,1,5,CampsitePermit,Full,Tents,07/01/2012,07/02/2012,1,1
Rissers Beach,NS,Canada,2,1,3,CampsitePermit,Full,Less than 20ft,08/13/2012,08/14/2012,1,1
Laurie,ON,Canada,3,1,4,CampsitePermit,Full,Single Tent,07/17/2012,07/18/2012,1,1
Porters Lake,QC,Canada,2,,2,CampsitePermit,Full,Single Tent,07/24/2012,07/26/2012,2,1
Rissers Beach,NS,Canada,2,2,4,CampsitePermit,Full,Less than 20ft,08/10/2012,08/11/2012,1,1
Graves Island,NS,Canada,2,,2,CampsitePermit,Full,Less than 20ft,08/05/2012,08/08/2012,3,1
Rissers Beach,NS,Canada,2,,2,CampsitePermit,Full,Single Tent,07/14/2012,07/16/2012,2,1
Graves Island,NS,Canada,2,2,4,CampsitePermit,Full,Single Tent,08/03/2012,08/05/2012,2,1
Thomas Raddall,ON,Canada,2,,2,CampsitePermit,Full,Less than 20ft,09/02/2012,09/03/2012,1,1
Caribou Munroes,GERMANY,Other,2,1,3,CampsitePermit,Full,Less than 20ft,07/19/2012,07/20/2012,1,1
Battery,AB,Canada,2,,2,CampsitePermit,Full,Less than 40ft,08/26/2012,08/28/2012,2,1
Caribou Munroes,QC,Canada,4,,4,CampsitePermit,Full,Less than 20ft,07/17/2012,07/18/2012,1,1
Dollar Lake,NS,Canada,2,2,4,CampsitePermit,Full,Tents,06/15/2012,06/17/2012,2,1
Battery,NH,USA,2,,2,CampsitePermit,Full,Single Tent,07/12/2012,07/13/2012,1,1
Rissers Beach,NS,Canada,2,1,3,CampsitePermit,Full,Single Tent,08/10/2012,08/12/2012,2,1
Mira River,NB,Canada,2,2,4,CampsitePermit,Full,Single Tent,07/22/2012,07/24/2012,2,1
Rissers Beach,NS,Canada,2,,2,CampsitePermit,Full,Less than 30ft,07/05/2012,07/08/2012,3,1
Rissers Beach,NS,Canada,1,2,3,CampsitePermit,Full,Single Tent,05/19/2012,05/20/2012,1,1
Dollar Lake,NS,Canada,2,1,3,CampsitePermit,Full,Single Tent,07/05/2012,07/07/2012,2,1
Caribou Munroes,NS,Canada,3,,3,CampsitePermit,Full,Tents,07/20/2012,07/22/2012,2,1
Blomidon,NS,Canada,2,2,4,CampsitePermit,Full,Less than 40ft,05/18/2012,05/21/2012,3,1
Five Islands,NS,Canada,1,2,3,CampsitePermit,Full,Single Tent,07/28/2012,07/29/2012,1,1
Cape Chignecto,NS,Canada,4,,4,CampsitePermit,Full,Tents,09/01/2012,09/03/2012,2,1
Porters Lake,NS,Canada,2,,2,CampsitePermit,Full,Less than 30ft,06/09/2012,06/11/2012,2,1
Thomas Raddall,NS,Canada,2,,2,CampsitePermit,Full,Less than 20ft,08/31/2012,09/04/2012,4,1
Caribou Munroes,NS,Canada,2,,2,CampsitePermit,Full,Less than 30ft,07/02/2012,07/08/2012,6,1
Blomidon,NH,USA,2,,2,CampsitePermit,Full,Less than 20ft,08/04/2012,08/06/2012,2,1
Rissers Beach,NS,Canada,2,,2,CampsitePermit,Full,Single Tent,08/08/2012,08/10/2012,2,1
Thomas Raddall,NS,Canada,2,,2,CampsitePermit,Full,Less than 20ft,07/27/2012,07/29/2012,2,1
Mira River,NS,Canada,2,,2,CampsitePermit,Full,Single Tent,07/09/2012,07/11/2012,2,1
Porters Lake,ON,Canada,4,,4,CampsitePermit,Full,Less than 30ft,07/05/2012,07/07/2012,2,1
Whycocomagh,QC,Canada,2,,2,CampsitePermit,Full,Single Tent,07/31/2012,08/01/2012,1,1
Graves Island,NS,Canada,2,,2,CampsitePermit,Full,Tents,08/06/2012,08/07/2012,1,1
Ellenwood Lake,NS,Canada,2,2,4,CampsitePermit,Full,Less than 20ft,08/31/2012,09/03/2012,3,1
Thomas Raddall,NS,Canada,2,,2,CampsitePermit,Senior,Less than 40ft,08/13/2012,08/17/2012,4,1
Mira River,NH,USA,2,,2,CampsitePermit,Full,Less than 20ft,07/06/2012,07/08/2012,2,1
Battery,NS,Canada,2,1,3,CampsitePermit,Full,Less than 20ft,07/12/2012,07/14/2012,2,1
Amherst Shore,NS,Canada,2,,2,CampsitePermit,Full,Single Tent,07/24/2012,07/27/2012,3,1
Mira River,NS,Canada,2,2,4,CampsitePermit,Full,Less than 30ft,06/08/2012,06/10/2012,2,1
Dollar Lake,NS,Canada,2,2,4,CampsitePermit,Full,Single Tent,09/01/2012,09/03/2012,2,1
Mira River,NS,Canada,2,1,3,CampsitePermit,Full,Less than 40ft,06/15/2012,06/17/2012,2,1
Rissers Beach,NS,Canada,2,1,3,CampsitePermit,Full,Single Tent,07/17/2012,07/18/2012,1,1
Rissers Beach,NS,Canada,3,,3,CampsitePermit,Full,Less than 30ft,08/27/2012,08/30/2012,3,1
Five Islands,QC,Canada,2,,2,CampsitePermit,Senior,Single Tent,06/27/2012,06/28/2012,1,1
Dollar Lake,NS,Canada,2,2,4,CampsitePermit,Full,Single Tent,09/02/2012,09/03/2012,1,1
Caribou Munroes,ON,Canada,4,2,6,CampsitePermit,Full,Less than 30ft,06/29/2012,06/30/2012,1,1
Caribou Munroes,NS,Canada,2,,2,CampsitePermit,Host,Less than 20ft,07/29/2012,08/05/2012,7,1
Graves Island,NS,Canada,2,,2,CampsitePermit,Full,Less than 20ft,07/27/2012,07/29/2012,2,1
Smileys,NS,Canada,4,,4,CampsitePermit,Full,Single Tent,07/27/2012,07/29/2012,2,1
Graves Island,NS,Canada,4,,4,CampsitePermit,Full,Tents,09/14/2012,09/16/2012,2,1
Rissers Beach,NS,Canada,2,,2,CampsitePermit,Full,Single Tent,07/08/2012,07/11/2012,3,1
Caribou Munroes,QC,Canada,2,,2,CampsitePermit,Full,Single Tent,08/06/2012,08/07/2012,1,1
Caribou Munroes,NS,Canada,2,,2,CampsitePermit,Full,Less than 20ft,08/31/2012,09/02/2012,2,1
Dollar Lake,NH,USA,2,,2,CampsitePermit,Full,Single Tent,07/18/2012,07/19/2012,1,1
Graves Island,BC,Canada,2,,2,CampsitePermit,Full,Less than 20ft,09/06/2012,09/07/2012,1,1
Porters Lake,NH,USA,2,,2,CampsitePermit,Full,Less than 30ft,08/24/2012,08/26/2012,2,1
Porters Lake,NS,Canada,2,1,3,CampsitePermit,Full,Less than 20ft,06/29/2012,07/02/2012,3,1
Amherst Shore,NB,Canada,5,1,6,CampsitePermit,Full,Tents,08/02/2012,08/03/2012,1,1
Mira River,QC,Canada,2,,2,CampsitePermit,Full,Less than 20ft,07/31/2012,08/01/2012,1,1
Amherst Shore,NB,Canada,2,3,5,CampsitePermit,Full,Single Tent,06/29/2012,07/02/2012,3,1
